timestamp,percent,ops_remaining,work_state,can_ops_run,suspend_count,workcount_critical,workcount_degraded,workcount_optimal,workcount_migrate,activeops_critical,activeops_degraded,activeops_migrate,state,unreadable_sectors,activity_count
2026-07-03T22:30:02+00:00,1%,14841,WORKING,0,0,14830,50345,56530,650,11,0,0,RV_DEGRADED,Present,187
